date,source,medium,campaign,cost,impressions,clicks,users,revenue,conversion_rate,bounce_rate,time_on_site,device_type,browser,satisfaction_score,feedback_score
2022-02-27,enterprisemarketingportal,paid,organic,26.95,7547,8537,722,263.01,15%,11%,5m 13s,Mobile,Firefox,3,3
2022-10-28,brightedge,none,chrome_launch_switch,77.9,6695,1480,629,640.31,17%,21%,3m 6s,Mobile,Chrome,5,4
2023-03-24,brightedge,organic,chrome_launch_switch,61.0,7593,4277,956,830.36,20%,24%,4m 34s,Mobile,Chrome,1,5
2022-12-23,google,referral,organic,93.83,4896,425,447,514.34,26%,20%,9m 30s,Desktop,Firefox,4,4
2022-09-28,google,organic,direct,91.57,6955,7407,266,937.92,18%,22%,3m 17s,Desktop,Firefox,4,4
2022-05-31,enterprisemarketingportal,none,referral,47.85,199,7255,208,752.62,13%,10%,9m 45s,Mobile,Chrome,5,3
2022-12-23,referral,none,chrome_launch_switch,16.02,2743,3861,971,852.85,13%,16%,7m 31s,Mobile,Safari,3,3
2021-07-17,brightedge,none,chrome_launch_switch,84.64,602,7919,969,152.09,19%,17%,9m 45s,Desktop,Chrome,2,5
2021-04-29,referral,none,direct,21.5,983,3614,135,261.19,19%,7%,1m 36s,Mobile,Chrome,4,4
2022-08-21,enterprisemarketingportal,referral,direct,92.29,9875,2218,941,733.71,21%,25%,3m 51s,Desktop,Firefox,1,4
2022-03-12,referral,paid,direct,6.53,5704,6666,577,398.09,1%,7%,9m 20s,Desktop,Chrome,4,4
2021-05-25,enterprisemarketingportal,none,chrome_launch_switch,47.47,9291,2574,858,566.55,17%,13%,1m 4s,Mobile,Firefox,5,4
2022-08-07,brightedge,paid,organic,6.13,9737,2978,186,449.98,8%,15%,3m 42s,Desktop,Chrome,3,3
2022-12-11,referral,none,direct,53.48,9538,1319,986,375.69,15%,14%,8m 35s,Mobile,Safari,1,4
2022-11-06,enterprisemarketingportal,organic,organic,55.71,916,1368,185,686.69,10%,24%,5m 16s,Mobile,Safari,4,3
2021-03-14,brightedge,organic,chrome_launch_switch,60.37,5839,1199,300,611.6,2%,22%,7m 18s,Desktop,Safari,1,5
2021-06-18,referral,referral,direct,58.82,5068,1482,965,233.31,2%,12%,1m 6s,Desktop,Chrome,2,3
2022-12-20,enterprisemarketingportal,none,referral,34.89,9860,3430,874,940.05,20%,5%,6m 29s,Desktop,Safari,2,3
2023-10-18,referral,referral,referral,73.36,6850,8259,622,875.03,3%,16%,4m 55s,Desktop,Firefox,3,4
2022-06-10,google,referral,direct,28.7,3717,3085,474,532.49,5%,21%,10m 44s,Mobile,Firefox,5,4
2021-01-31,enterprisemarketingportal,referral,chrome_launch_switch,97.23,1843,7518,24,568.79,8%,15%,4m 13s,Desktop,Safari,5,4
2022-11-30,google,none,referral,32.25,9089,6988,71,813.17,12%,6%,8m 41s,Desktop,Firefox,5,4
2021-07-10,enterprisemarketingportal,paid,chrome_launch_switch,15.0,8531,2619,136,805.42,4%,24%,3m 51s,Mobile,Safari,5,3
2023-11-02,referral,paid,organic,50.72,2251,6958,575,729.86,24%,24%,6m 25s,Desktop,Firefox,3,3
2023-02-07,enterprisemarketingportal,none,direct,36.12,2194,1299,323,29.71,23%,16%,1m 12s,Desktop,Chrome,1,5
2022-07-17,enterprisemarketingportal,paid,direct,60.05,4012,4096,782,262.84,1%,13%,7m 51s,Desktop,Safari,3,5
2024-01-15,referral,none,chrome_launch_switch,25.2,2633,251,623,706.87,30%,15%,2m 45s,Mobile,Firefox,1,5
2021-04-05,brightedge,organic,direct,20.39,7812,3976,99,35.5,28%,13%,5m 14s,Mobile,Chrome,4,5
2023-05-02,referral,referral,chrome_launch_switch,63.01,175,3178,697,244.46,1%,12%,5m 26s,Desktop,Firefox,2,3
2023-07-25,referral,paid,organic,76.64,2144,5989,885,160.16,8%,11%,6m 33s,Desktop,Chrome,2,4
2023-11-15,enterprisemarketingportal,organic,direct,21.37,1888,642,78,599.99,6%,6%,1m 7s,Mobile,Chrome,4,4
2022-06-30,referral,organic,chrome_launch_switch,93.6,9656,3126,81,703.74,7%,20%,3m 30s,Desktop,Safari,2,5
2021-02-13,enterprisemarketingportal,organic,direct,65.29,53,8212,908,224.09,28%,20%,8m 13s,Desktop,Firefox,3,4
2022-11-07,google,none,referral,95.98,8687,7157,526,802.44,10%,15%,1m 31s,Desktop,Chrome,3,4
2023-12-22,google,none,chrome_launch_switch,64.37,4700,1067,251,956.95,21%,15%,3m 48s,Desktop,Firefox,5,5
2023-10-09,google,paid,referral,5.98,6809,360,435,423.16,26%,11%,5m 31s,Mobile,Chrome,3,3
2022-09-29,google,none,chrome_launch_switch,99.59,7372,8669,617,368.09,12%,5%,5m 15s,Mobile,Safari,4,5
2021-04-17,google,referral,direct,53.31,2149,4550,952,718.9,28%,6%,8m 19s,Desktop,Safari,5,3
2022-12-01,enterprisemarketingportal,paid,direct,30.09,6095,1237,562,732.53,28%,18%,6m 3s,Desktop,Safari,1,3
2023-10-30,referral,referral,chrome_launch_switch,79.73,6049,8822,837,376.65,27%,19%,4m 32s,Desktop,Chrome,5,3
2022-12-02,enterprisemarketingportal,referral,organic,86.3,9995,6608,112,951.45,6%,22%,1m 19s,Desktop,Firefox,4,4
2022-12-24,enterprisemarketingportal,referral,direct,91.31,5505,4397,423,731.07,16%,14%,1m 29s,Desktop,Firefox,1,4
2022-09-20,google,organic,organic,53.2,8060,8236,756,980.72,22%,7%,3m 17s,Mobile,Firefox,5,4
2022-03-24,enterprisemarketingportal,paid,referral,47.77,6857,4206,807,688.01,5%,13%,6m 7s,Mobile,Firefox,3,3
2023-09-03,google,none,organic,17.12,1188,4500,324,562.52,27%,19%,3m 53s,Mobile,Safari,1,3
2023-12-13,enterprisemarketingportal,referral,organic,8.88,8513,523,286,286.12,15%,10%,5m 29s,Mobile,Chrome,4,4
2022-07-12,google,paid,direct,47.2,1052,7444,872,494.76,23%,14%,5m 13s,Desktop,Chrome,4,4
2022-09-09,google,paid,referral,86.29,9974,8617,452,821.3,22%,15%,2m 35s,Mobile,Firefox,1,5
2024-01-11,enterprisemarketingportal,none,organic,40.96,9060,1776,182,734.7,26%,5%,1m 46s,Mobile,Firefox,2,3
2022-05-30,google,referral,chrome_launch_switch,42.15,3442,998,586,692.62,25%,16%,3m 10s,Desktop,Chrome,1,3
2023-02-12,google,none,chrome_launch_switch,59.1,1360,5072,736,551.3,27%,21%,1m 45s,Desktop,Chrome,4,3
2022-12-26,brightedge,referral,organic,18.14,6087,6521,651,869.47,12%,8%,3m 43s,Mobile,Chrome,1,4
2021-08-06,enterprisemarketingportal,none,chrome_launch_switch,37.24,9665,6319,542,982.09,8%,9%,9m 29s,Desktop,Firefox,4,4
2021-12-30,referral,paid,organic,33.93,2047,289,671,421.17,6%,11%,7m 40s,Desktop,Chrome,1,5
2022-07-31,enterprisemarketingportal,organic,referral,44.62,4764,7928,326,774.94,19%,21%,8m 41s,Mobile,Safari,4,4
2022-12-26,brightedge,paid,direct,20.96,6512,2553,72,349.2,15%,8%,1m 8s,Desktop,Safari,1,5
2023-07-25,referral,organic,referral,24.01,8243,1639,968,349.43,2%,16%,3m 59s,Desktop,Chrome,4,4
2021-05-13,google,none,chrome_launch_switch,78.06,7791,7168,160,957.72,22%,16%,3m 30s,Desktop,Safari,1,5
2021-05-24,google,referral,referral,76.33,5585,5855,685,362.17,28%,7%,8m 30s,Mobile,Firefox,1,3
2021-10-14,enterprisemarketingportal,referral,organic,84.92,195,8794,715,707.34,2%,15%,10m 23s,Desktop,Firefox,5,3
2021-06-21,brightedge,referral,organic,40.12,6018,1102,60,947.27,3%,23%,5m 36s,Mobile,Chrome,3,5
2021-07-30,referral,organic,chrome_launch_switch,76.64,1360,2504,223,879.93,29%,6%,4m 51s,Desktop,Safari,4,4
2023-07-17,google,none,organic,14.48,7947,3270,728,533.8,2%,18%,4m 15s,Mobile,Firefox,1,5
2022-06-11,enterprisemarketingportal,referral,chrome_launch_switch,86.8,6815,7735,380,244.73,18%,15%,10m 50s,Mobile,Safari,4,5
2023-07-13,brightedge,referral,referral,37.48,4770,3614,929,589.66,24%,19%,4m 14s,Desktop,Chrome,1,5
2023-04-09,brightedge,none,direct,93.48,5700,3753,318,521.95,27%,16%,7m 54s,Desktop,Chrome,2,5
2022-03-07,referral,paid,chrome_launch_switch,46.89,8631,3900,491,584.63,3%,12%,6m 47s,Mobile,Chrome,4,3
2022-12-04,referral,referral,organic,66.91,6709,5778,537,763.25,25%,23%,9m 45s,Desktop,Chrome,4,3
2022-01-31,google,paid,chrome_launch_switch,22.16,3244,5185,633,83.41,21%,18%,8m 48s,Mobile,Chrome,4,3
2023-11-23,referral,referral,organic,81.98,4118,3093,485,968.88,15%,12%,6m 47s,Mobile,Safari,4,4
2022-10-07,referral,none,chrome_launch_switch,88.98,9400,2027,214,596.8,13%,14%,1m 59s,Mobile,Safari,2,5
2024-01-10,brightedge,organic,organic,18.35,1030,1426,701,971.2,2%,8%,4m 9s,Mobile,Chrome,1,5
2023-03-02,brightedge,organic,direct,86.46,9758,1825,301,384.67,17%,14%,8m 29s,Desktop,Safari,4,5
2021-08-03,referral,organic,organic,73.66,5854,7558,872,794.83,21%,25%,3m 12s,Desktop,Safari,2,3
2021-07-19,google,none,organic,69.12,2692,7356,522,624.23,26%,7%,8m 32s,Mobile,Chrome,1,4
2023-05-08,brightedge,paid,chrome_launch_switch,48.35,2044,572,212,989.46,9%,17%,6m 45s,Mobile,Chrome,2,3
2023-05-20,brightedge,organic,chrome_launch_switch,39.58,3983,4691,744,920.71,22%,9%,2m 30s,Mobile,Firefox,3,4
2021-11-07,brightedge,referral,chrome_launch_switch,44.21,527,7967,452,543.56,20%,18%,6m 33s,Mobile,Safari,5,3
2022-03-17,referral,organic,referral,42.73,7723,303,74,411.73,4%,23%,6m 51s,Desktop,Chrome,4,5
2023-08-09,enterprisemarketingportal,organic,referral,88.89,2493,4911,639,271.44,23%,21%,5m 12s,Desktop,Safari,1,5
2023-06-15,referral,paid,referral,77.15,3466,640,274,219.28,21%,16%,10m 12s,Mobile,Firefox,3,4
2022-04-04,enterprisemarketingportal,none,direct,44.53,9571,3384,607,800.49,3%,23%,3m 33s,Mobile,Safari,2,4
2024-01-07,referral,referral,referral,11.7,228,5426,995,395.61,10%,9%,10m 29s,Mobile,Chrome,5,3
2023-11-30,enterprisemarketingportal,organic,organic,23.06,9463,8846,611,528.52,8%,12%,5m 30s,Mobile,Chrome,1,3
2023-10-13,enterprisemarketingportal,referral,organic,29.61,8071,8845,84,60.22,1%,15%,5m 42s,Mobile,Chrome,4,5
2023-09-21,referral,referral,organic,80.06,8010,8403,178,825.8,9%,10%,6m 17s,Desktop,Firefox,1,4
2022-05-02,brightedge,organic,referral,27.82,9388,3252,17,21.89,1%,14%,9m 13s,Mobile,Safari,4,3
2022-12-15,google,none,chrome_launch_switch,92.87,5661,5734,475,361.71,12%,7%,10m 38s,Desktop,Firefox,2,5
2022-10-22,referral,organic,chrome_launch_switch,73.55,7808,3167,854,242.62,28%,15%,2m 55s,Desktop,Firefox,1,5
2021-11-09,google,none,direct,12.38,3485,1454,612,58.18,14%,24%,8m 35s,Desktop,Safari,1,3
2022-11-08,referral,none,chrome_launch_switch,11.15,9136,2079,622,324.33,18%,18%,8m 55s,Mobile,Safari,5,5
2023-07-17,google,none,direct,70.96,2878,5180,832,149.03,15%,21%,7m 30s,Mobile,Chrome,5,5
2021-09-22,enterprisemarketingportal,none,referral,19.18,8980,902,613,525.13,18%,21%,3m 14s,Desktop,Firefox,3,5
2023-05-07,enterprisemarketingportal,paid,chrome_launch_switch,18.7,1296,5250,715,389.36,2%,9%,10m 29s,Mobile,Safari,1,4
2023-12-29,google,none,chrome_launch_switch,18.24,4253,8618,554,375.23,6%,6%,9m 39s,Mobile,Firefox,2,3
2023-05-16,referral,organic,organic,17.05,2574,1302,782,455.48,1%,14%,7m 4s,Desktop,Chrome,4,3
2021-07-03,enterprisemarketingportal,referral,chrome_launch_switch,56.3,1447,2103,646,747.92,12%,15%,8m 52s,Mobile,Chrome,3,3
2023-10-28,google,none,referral,76.3,8837,1133,309,957.75,16%,24%,8m 25s,Desktop,Firefox,5,4
2021-11-14,referral,organic,chrome_launch_switch,66.42,3683,1385,983,353.69,12%,10%,10m 52s,Desktop,Firefox,1,3
2022-02-13,referral,paid,referral,54.77,5099,6469,540,167.84,16%,7%,4m 26s,Desktop,Firefox,4,5
2023-12-21,referral,organic,organic,11.26,7046,205,526,125.6,9%,12%,5m 26s,Desktop,Firefox,3,4
2023-06-22,referral,none,direct,66.51,4098,2789,588,948.27,5%,24%,2m 15s,Mobile,Firefox,5,5
2021-06-04,enterprisemarketingportal,paid,chrome_launch_switch,7.96,9498,6569,361,652.95,15%,17%,5m 16s,Mobile,Chrome,4,4
2023-09-21,referral,referral,organic,76.41,72,8525,932,521.82,6%,20%,8m 9s,Desktop,Safari,3,5
2021-07-25,enterprisemarketingportal,organic,referral,28.03,7134,8005,176,786.41,22%,14%,10m 31s,Desktop,Chrome,5,4
2021-12-18,referral,referral,referral,35.93,9668,937,458,359.03,29%,18%,8m 17s,Mobile,Chrome,1,3
2021-03-03,google,organic,organic,98.1,1489,637,333,286.55,30%,19%,7m 48s,Desktop,Chrome,3,4
2021-12-25,google,none,direct,43.67,2265,1182,886,574.19,23%,5%,6m 46s,Mobile,Firefox,4,3
2022-10-30,enterprisemarketingportal,none,chrome_launch_switch,62.69,654,2371,202,974.9,13%,25%,1m 35s,Desktop,Firefox,5,5
2023-08-06,google,paid,referral,2.57,4841,5867,413,227.98,29%,20%,2m 44s,Mobile,Firefox,4,3
2023-06-20,brightedge,none,organic,83.54,3885,6663,696,143.76,23%,25%,6m 20s,Mobile,Firefox,5,3
2021-03-09,brightedge,none,referral,12.79,3165,7798,995,780.38,20%,8%,4m 44s,Desktop,Chrome,4,4
2023-10-05,enterprisemarketingportal,referral,referral,70.53,7390,3053,446,190.28,16%,23%,8m 1s,Mobile,Safari,5,3
2021-12-15,brightedge,organic,organic,33.84,2349,4347,265,810.05,2%,17%,3m 32s,Mobile,Firefox,1,3
2022-12-18,enterprisemarketingportal,organic,referral,7.57,6610,5755,995,553.55,23%,13%,1m 52s,Mobile,Firefox,2,3
2022-07-09,google,paid,chrome_launch_switch,72.75,1787,3241,840,402.29,26%,11%,8m 25s,Desktop,Safari,5,5
2023-10-02,brightedge,none,direct,18.39,3002,3422,2,130.95,21%,21%,3m 54s,Desktop,Firefox,5,3
2022-01-08,brightedge,paid,chrome_launch_switch,78.16,7424,1692,810,207.4,19%,9%,4m 30s,Desktop,Firefox,5,4
2021-12-22,google,paid,direct,87.0,6494,8299,604,786.33,8%,18%,5m 21s,Mobile,Firefox,4,5
2023-05-13,referral,organic,referral,61.46,1035,2760,670,163.63,4%,8%,1m 6s,Mobile,Firefox,5,5
2021-01-28,enterprisemarketingportal,referral,organic,36.97,3528,1401,47,848.06,22%,18%,1m 51s,Mobile,Chrome,1,4
2021-12-03,google,organic,organic,93.61,9801,4436,121,569.85,22%,17%,4m 15s,Mobile,Safari,2,5
2022-05-23,google,paid,organic,91.62,3083,8232,37,796.46,29%,18%,7m 7s,Mobile,Firefox,2,4
2021-03-28,enterprisemarketingportal,organic,chrome_launch_switch,19.82,8150,2633,382,186.14,29%,6%,2m 58s,Desktop,Firefox,2,3
2021-08-17,brightedge,paid,referral,67.68,7798,2218,80,285.89,25%,22%,5m 39s,Mobile,Firefox,4,3
2023-02-16,referral,referral,organic,18.01,4557,4844,252,113.33,16%,25%,9m 26s,Desktop,Chrome,2,5
2022-08-13,brightedge,referral,organic,58.06,4184,530,984,96.04,1%,15%,3m 13s,Desktop,Firefox,3,3
2023-11-18,brightedge,organic,organic,69.7,1116,1948,195,958.24,12%,9%,4m 14s,Mobile,Chrome,4,3
2023-12-17,google,referral,organic,66.13,8629,4927,162,146.73,14%,6%,9m 43s,Mobile,Safari,1,4
2023-06-11,enterprisemarketingportal,none,organic,24.47,9712,8125,138,592.72,17%,8%,4m 12s,Desktop,Chrome,2,4
2021-07-25,referral,paid,direct,24.37,2037,8583,266,212.64,26%,24%,4m 6s,Mobile,Safari,3,4
2021-06-18,enterprisemarketingportal,none,chrome_launch_switch,79.53,8002,4909,148,350.9,28%,5%,10m 52s,Desktop,Chrome,4,5
2021-09-04,google,organic,direct,69.26,681,8109,703,958.33,1%,23%,3m 27s,Mobile,Safari,2,5
2023-06-05,enterprisemarketingportal,none,direct,68.98,3249,3213,933,249.58,4%,6%,2m 53s,Desktop,Firefox,4,4
2021-03-01,enterprisemarketingportal,organic,referral,4.5,9815,5565,122,805.81,7%,17%,10m 9s,Desktop,Chrome,2,5
2023-10-25,enterprisemarketingportal,referral,referral,2.36,3138,335,646,457.62,2%,7%,8m 59s,Mobile,Chrome,5,4
2022-10-08,referral,referral,referral,9.09,9888,7102,822,434.31,27%,23%,3m 21s,Mobile,Safari,5,4
2023-12-06,referral,organic,chrome_launch_switch,63.67,6343,21,57,229.5,19%,11%,6m 59s,Desktop,Safari,3,3
2023-08-02,google,organic,organic,73.41,4015,4962,104,305.55,23%,8%,8m 52s,Mobile,Safari,3,5
2023-05-23,referral,referral,direct,78.37,5712,528,854,285.58,14%,10%,2m 44s,Mobile,Firefox,5,4
2021-01-19,referral,organic,referral,53.06,2213,7267,639,576.62,19%,12%,6m 21s,Desktop,Safari,4,4
2022-05-26,brightedge,organic,organic,23.67,7600,5140,841,642.22,21%,7%,6m 15s,Desktop,Chrome,3,5
2023-06-15,brightedge,referral,referral,3.32,2664,5266,428,310.39,16%,10%,5m 10s,Mobile,Safari,1,5
2021-02-20,referral,paid,direct,64.41,5945,7035,445,428.18,17%,5%,2m 31s,Desktop,Safari,5,4
2022-03-19,brightedge,organic,referral,54.01,8274,534,345,579.58,15%,19%,4m 20s,Mobile,Safari,3,5
2022-02-05,referral,referral,referral,72.62,923,956,546,494.09,30%,8%,9m 34s,Desktop,Chrome,3,5
2023-01-14,brightedge,organic,direct,64.87,749,8831,361,365.65,10%,8%,2m 56s,Desktop,Safari,4,4
2021-11-15,brightedge,paid,chrome_launch_switch,40.77,5355,3665,275,239.83,6%,23%,1m 40s,Mobile,Safari,2,5
2023-05-03,google,organic,organic,53.94,8787,8333,660,372.11,15%,6%,4m 12s,Mobile,Firefox,2,4
2022-05-22,enterprisemarketingportal,none,direct,96.81,7585,820,556,374.36,29%,5%,4m 30s,Desktop,Firefox,1,4
2021-01-23,google,organic,organic,85.92,1855,1581,398,982.41,4%,14%,10m 56s,Desktop,Chrome,3,3
2021-04-24,referral,paid,organic,87.39,4734,7799,74,595.32,11%,13%,3m 30s,Desktop,Firefox,3,4
2022-03-31,enterprisemarketingportal,organic,chrome_launch_switch,28.29,1580,4563,934,977.34,24%,19%,4m 20s,Mobile,Chrome,1,5
2021-12-19,referral,paid,referral,29.06,474,1750,958,525.41,4%,9%,3m 22s,Desktop,Firefox,3,5
2023-03-21,google,organic,direct,63.82,8122,2574,208,298.36,9%,5%,5m 9s,Mobile,Chrome,4,4
2021-12-05,google,organic,referral,83.18,6449,4871,222,417.01,23%,15%,3m 35s,Desktop,Safari,3,3
2022-07-08,brightedge,paid,direct,85.28,7306,6029,212,988.19,23%,7%,3m 28s,Desktop,Chrome,2,4
2023-02-25,enterprisemarketingportal,none,referral,55.92,8355,4569,329,301.83,7%,9%,1m 36s,Mobile,Firefox,2,4
2023-03-18,referral,referral,referral,91.77,858,149,689,523.55,24%,8%,9m 42s,Desktop,Safari,3,3
2022-01-11,brightedge,paid,organic,18.6,2645,4630,206,405.23,30%,21%,9m 52s,Desktop,Safari,1,4
2021-06-06,brightedge,referral,chrome_launch_switch,84.46,1186,1579,995,587.75,1%,11%,10m 25s,Mobile,Firefox,3,3
2021-04-26,google,none,chrome_launch_switch,81.77,908,2726,105,556.34,22%,13%,6m 1s,Desktop,Firefox,3,3
2022-05-15,google,none,referral,37.36,8016,1292,502,645.49,12%,5%,2m 11s,Mobile,Chrome,1,3
2022-04-10,referral,referral,direct,87.52,9960,1004,621,844.56,29%,8%,5m 8s,Mobile,Chrome,4,5
2021-08-18,google,referral,direct,65.41,203,5649,226,403.63,9%,14%,9m 39s,Mobile,Firefox,5,5
2023-08-28,referral,organic,chrome_launch_switch,52.89,5909,5267,777,845.38,24%,6%,5m 23s,Desktop,Safari,1,5
2021-12-27,brightedge,organic,chrome_launch_switch,27.66,8526,3523,231,420.94,12%,22%,3m 31s,Desktop,Chrome,1,3
2023-06-24,enterprisemarketingportal,none,referral,88.25,9537,1144,972,106.7,28%,10%,1m 34s,Desktop,Firefox,1,4
2023-12-02,brightedge,referral,organic,59.16,4094,3606,632,622.38,26%,11%,9m 58s,Mobile,Safari,1,3
2021-07-31,enterprisemarketingportal,paid,direct,75.42,9817,6954,367,493.09,4%,20%,10m 11s,Desktop,Safari,4,4
2023-12-09,referral,organic,referral,29.74,5675,5002,949,239.95,5%,7%,3m 27s,Desktop,Chrome,3,3
2021-07-08,brightedge,referral,chrome_launch_switch,99.93,5274,8502,940,250.62,8%,18%,10m 56s,Mobile,Firefox,3,3
2023-12-25,enterprisemarketingportal,paid,referral,26.16,5912,2469,907,461.72,26%,19%,9m 42s,Desktop,Firefox,2,5
2022-01-12,brightedge,none,direct,51.98,3096,2045,644,628.89,6%,9%,5m 42s,Mobile,Safari,5,5
2022-01-25,brightedge,paid,referral,25.17,3038,1998,190,20.42,9%,17%,5m 45s,Mobile,Safari,2,5
2023-05-10,brightedge,none,direct,36.79,1858,8868,264,179.46,12%,18%,9m 36s,Desktop,Firefox,1,4
2021-05-15,enterprisemarketingportal,referral,direct,85.73,2089,725,738,343.63,27%,16%,9m 9s,Mobile,Safari,5,3
2021-01-30,enterprisemarketingportal,none,referral,46.07,9796,1891,729,749.4,3%,14%,8m 14s,Mobile,Safari,5,4
2021-09-17,referral,referral,organic,53.32,1708,8794,883,859.81,15%,14%,9m 32s,Mobile,Firefox,5,5
2021-02-05,enterprisemarketingportal,paid,direct,56.48,3503,3173,548,98.07,29%,16%,6m 54s,Desktop,Firefox,1,4
2022-08-16,brightedge,referral,organic,79.74,5112,8368,597,264.96,8%,10%,3m 40s,Mobile,Chrome,5,4
2021-11-02,google,paid,direct,62.43,7924,2151,467,724.35,4%,8%,9m 48s,Mobile,Safari,1,5
2023-03-29,google,paid,chrome_launch_switch,88.28,401,8950,355,390.69,22%,16%,5m 44s,Mobile,Firefox,1,4
2022-12-13,enterprisemarketingportal,none,direct,26.49,6579,2495,559,600.48,2%,10%,10m 13s,Mobile,Safari,1,4
2023-10-09,brightedge,organic,organic,86.5,961,7012,78,876.7,28%,12%,2m 16s,Mobile,Firefox,5,3
2022-06-15,referral,referral,referral,85.5,4134,2000,692,625.84,18%,6%,9m 6s,Desktop,Safari,3,3
2022-06-27,referral,organic,referral,94.13,2370,4175,345,536.51,1%,11%,5m 19s,Mobile,Firefox,2,3
2023-01-22,enterprisemarketingportal,organic,organic,30.78,7122,6839,96,179.54,3%,10%,1m 31s,Desktop,Firefox,4,5
2023-12-04,brightedge,organic,referral,89.87,2250,4264,952,471.83,10%,9%,7m 4s,Desktop,Chrome,5,4
2021-11-17,referral,none,referral,6.08,9390,3222,415,261.79,29%,9%,6m 11s,Mobile,Firefox,1,5
2022-11-09,google,paid,chrome_launch_switch,88.4,2015,7699,529,169.83,5%,16%,3m 33s,Mobile,Chrome,5,5
2022-12-21,enterprisemarketingportal,paid,chrome_launch_switch,12.23,1506,5045,966,682.37,14%,17%,8m 51s,Desktop,Firefox,3,3
2021-03-20,referral,organic,referral,86.14,8545,5876,704,861.42,13%,16%,1m 43s,Desktop,Firefox,3,3
2021-07-27,enterprisemarketingportal,paid,chrome_launch_switch,88.6,6246,2242,769,538.85,26%,23%,5m 8s,Mobile,Safari,5,5
2023-01-10,google,none,referral,75.85,2318,4903,155,664.6,23%,21%,3m 37s,Mobile,Chrome,2,5
2023-01-06,google,referral,organic,86.29,9928,1874,789,553.39,18%,16%,2m 38s,Desktop,Safari,2,4
2022-11-28,google,referral,referral,82.23,8288,596,870,807.03,26%,12%,4m 58s,Mobile,Chrome,3,5
2023-12-05,referral,none,organic,83.57,2351,5623,87,857.79,6%,9%,8m 29s,Desktop,Chrome,4,3
2021-05-02,brightedge,organic,organic,66.53,4643,584,557,934.25,30%,23%,6m 12s,Desktop,Safari,3,3
2022-07-12,enterprisemarketingportal,none,chrome_launch_switch,40.97,3184,6241,75,238.06,20%,23%,9m 48s,Desktop,Chrome,1,3
2022-01-08,google,referral,chrome_launch_switch,82.18,4620,1984,426,495.69,13%,25%,8m 3s,Desktop,Safari,2,4
2022-08-31,google,none,direct,61.12,103,7254,381,828.51,2%,13%,5m 57s,Mobile,Firefox,5,5
2022-02-11,enterprisemarketingportal,organic,chrome_launch_switch,58.19,458,7283,384,130.1,10%,12%,7m 17s,Mobile,Firefox,1,4
2022-10-29,brightedge,referral,chrome_launch_switch,6.16,3611,3627,55,529.69,10%,6%,4m 39s,Desktop,Safari,3,3
2021-09-19,google,referral,direct,86.64,504,6681,30,541.66,30%,25%,3m 27s,Mobile,Chrome,3,3
2024-01-06,brightedge,referral,direct,18.3,4527,8965,351,290.42,19%,19%,4m 35s,Mobile,Firefox,3,3
2023-02-28,enterprisemarketingportal,organic,organic,9.88,1335,7721,707,129.27,6%,17%,2m 27s,Mobile,Chrome,2,3
2021-06-29,referral,paid,organic,7.71,378,7947,847,271.83,27%,14%,6m 44s,Desktop,Safari,4,4
2023-08-31,referral,organic,referral,84.47,4863,6850,828,810.62,22%,23%,8m 38s,Mobile,Chrome,3,5
2022-03-19,referral,paid,organic,73.59,1345,8728,992,945.86,11%,25%,8m 14s,Mobile,Safari,2,3
2023-05-12,enterprisemarketingportal,organic,referral,98.83,7549,2485,895,661.09,18%,25%,10m 46s,Desktop,Chrome,2,3
2021-06-01,brightedge,paid,referral,91.89,6206,4784,802,634.72,21%,18%,3m 35s,Mobile,Firefox,4,4
2023-07-16,brightedge,referral,chrome_launch_switch,30.18,4746,6370,629,86.02,21%,14%,2m 41s,Desktop,Safari,4,5
2021-02-06,referral,paid,direct,65.17,4957,1772,498,132.8,22%,9%,10m 33s,Desktop,Firefox,2,4
2023-01-31,enterprisemarketingportal,none,referral,51.58,4356,6287,406,80.02,20%,15%,2m 46s,Desktop,Firefox,3,4
2022-04-06,brightedge,none,direct,10.92,3020,2966,241,155.46,22%,8%,1m 20s,Desktop,Chrome,5,4
2022-05-08,google,organic,direct,59.19,1483,2995,303,730.9,27%,9%,4m 22s,Mobile,Chrome,1,5
2022-08-18,referral,paid,referral,80.05,7954,2857,128,663.27,24%,14%,6m 26s,Mobile,Chrome,5,5
2022-09-30,google,none,organic,53.08,5352,4185,855,923.66,12%,13%,5m 4s,Mobile,Chrome,1,3
2021-10-09,referral,none,chrome_launch_switch,11.14,9900,8320,97,748.43,28%,8%,4m 18s,Desktop,Safari,1,5
2023-06-18,brightedge,none,organic,96.46,8774,8230,872,324.95,26%,5%,10m 56s,Mobile,Safari,3,5
2023-06-03,brightedge,none,referral,14.62,4603,6756,60,674.55,28%,18%,4m 41s,Mobile,Chrome,1,4
2021-04-01,enterprisemarketingportal,referral,organic,97.78,1106,1200,537,285.3,17%,25%,5m 54s,Mobile,Safari,3,4
2023-02-06,referral,none,referral,20.56,6253,3314,929,83.11,20%,22%,10m 42s,Mobile,Chrome,2,4
2022-10-07,enterprisemarketingportal,paid,organic,47.32,7943,7170,385,982.8,27%,10%,2m 8s,Desktop,Firefox,2,4
2023-05-07,referral,paid,direct,20.58,8734,8849,639,694.44,18%,6%,6m 5s,Mobile,Chrome,2,4
2021-02-14,google,none,referral,12.57,1924,1096,645,863.0,20%,17%,1m 28s,Mobile,Safari,2,4
